,order_id,order_date,customer_id,segment,category,sub_category,sales,quantity,profit
204,CA-2017-126382,06/03/2017,HK-14890,Corporate,Furniture,Furnishings,35168.0,7,1757792.0
205,CA-2017-108329,12/09/2017,LE-16810,Consumer,Technology,Phones,444768.0,4,444768.0
206,CA-2017-135860,12/01/2017,JH-15985,Consumer,Office Supplies,Storage,83.92,4,2499842.0
207,CA-2017-135860,12/01/2017,JH-15985,Consumer,Technology,Phones,131.98,2,356346.0
208,CA-2017-135860,12/01/2017,JH-15985,Consumer,Office Supplies,Binders,15.92,4,1068153.0
209,CA-2017-135860,12/01/2017,JH-15985,Consumer,Office Supplies,Fasteners,52.29,9,162099.0
210,CA-2017-135860,12/01/2017,JH-15985,Consumer,Office Supplies,Storage,91.99,1,1788289.0
211,CA-2015-101007,02/09/2015,MS-17980,Corporate,Technology,Accessories,44428.0,2,44322.0
212,CA-2015-146262,01/02/2015,VW-21775,Corporate,Office Supplies,Labels,23.68,2,8.88
213,CA-2015-146262,01/02/2015,VW-21775,Corporate,Furniture,Bookcases,452.45,5,-244323.0
214,CA-2015-146262,01/02/2015,VW-21775,Corporate,Technology,Phones,62982.0,3,-146958.0
215,CA-2015-146262,01/02/2015,VW-21775,Corporate,Technology,Machines,1188.0,9,-950.4
216,CA-2015-146262,01/02/2015,VW-21775,Corporate,Technology,Accessories,89584.0,2,1056374.0
217,CA-2016-130162,10/28/2016,JH-15910,Consumer,Office Supplies,Storage,93.06,6,260568.0
218,CA-2016-130162,10/28/2016,JH-15910,Consumer,Technology,Phones,302376.0,3,226782.0
219,CA-2015-169397,12/24/2015,JB-15925,Consumer,Office Supplies,Fasteners,5584.0,2,2282037.0
220,CA-2015-169397,12/24/2015,JB-15925,Consumer,Office Supplies,Paper,22704.0,6,147041.0
221,CA-2015-169397,12/24/2015,JB-15925,Consumer,Office Supplies,Binders,19776.0,4,-138432.0
222,CA-2015-169397,12/24/2015,JB-15925,Consumer,Furniture,Furnishings,72704.0,4,190848.0
223,CA-2015-169397,12/24/2015,JB-15925,Consumer,Technology,Machines,479988.0,4,-3839904.0
224,CA-2015-169397,12/24/2015,JB-15925,Consumer,Office Supplies,Art,27168.0,2,1924130.0
225,CA-2015-163055,08/09/2015,DS-13180,Corporate,Office Supplies,Art,44229.0,1,968.0
226,CA-2015-163055,08/09/2015,DS-13180,Corporate,Furniture,Tables,622.45,5,136939.0
227,CA-2015-163055,08/09/2015,DS-13180,Corporate,Office Supplies,Storage,21.98,1,2198.0
228,US-2015-145436,2/28/2015,VD-21670,Consumer,Furniture,Chairs,161568.0,2,-282744.0
229,US-2015-145436,2/28/2015,VD-21670,Consumer,Furniture,Chairs,389696.0,8,438408.0
230,US-2014-156216,9/13/2014,EA-14035,Corporate,Office Supplies,Binders,18648.0,7,-12432.0
231,US-2017-100930,04/07/2017,CS-12400,Home Office,Furniture,Tables,233.86,2,-102048.0
232,US-2017-100930,04/07/2017,CS-12400,Home Office,Furniture,Tables,6206145.0,3,-2482458.0
233,US-2017-100930,04/07/2017,CS-12400,Home Office,Office Supplies,Binders,5328.0,2,-3552.0
234,US-2017-100930,04/07/2017,CS-12400,Home Office,Furniture,Furnishings,258072.0,3,0.0
235,US-2017-100930,04/07/2017,CS-12400,Home Office,Technology,Accessories,617976.0,3,-77247.0
236,CA-2017-160514,11/12/2017,DB-13120,Corporate,Office Supplies,Paper,10.56,2,4752.0
237,CA-2016-157749,06/04/2016,KL-16645,Consumer,Office Supplies,Paper,25.92,5,9396.0
238,CA-2016-157749,06/04/2016,KL-16645,Consumer,Furniture,Furnishings,419.68,5,-356728.0
239,CA-2016-157749,06/04/2016,KL-16645,Consumer,Furniture,Furnishings,11688.0,3,-46752.0
240,CA-2016-157749,06/04/2016,KL-16645,Consumer,Technology,Phones,31984.0,2,16377.0
241,CA-2016-157749,06/04/2016,KL-16645,Consumer,Furniture,Tables,177225.0,5,-120513.0
242,CA-2016-157749,06/04/2016,KL-16645,Consumer,Furniture,Furnishings,4044.0,3,-28308.0
243,CA-2016-157749,06/04/2016,KL-16645,Consumer,Office Supplies,Art,7408.0,2,50406.0
244,CA-2014-131926,06/01/2014,DW-13480,Home Office,Furniture,Chairs,2001.86,7,5805394.0
245,CA-2014-131926,06/01/2014,DW-13480,Home Office,Office Supplies,Storage,166.72,2,41.68
246,CA-2014-131926,06/01/2014,DW-13480,Home Office,Office Supplies,Paper,47.88,6,23.94
247,CA-2014-131926,06/01/2014,DW-13480,Home Office,Office Supplies,Appliances,1503.25,5,4960725.0
248,CA-2014-131926,06/01/2014,DW-13480,Home Office,Office Supplies,Paper,25.92,4,919287.0
249,CA-2016-154739,12/10/2016,LH-17155,Consumer,Furniture,Chairs,321568.0,2,281372.0
250,CA-2016-145625,09/11/2016,KC-16540,Consumer,Office Supplies,Paper,7.61,1,1412454.0
251,CA-2016-145625,09/11/2016,KC-16540,Consumer,Technology,Accessories,3347.37,13,6360003.0
252,CA-2016-146941,12/10/2016,DL-13315,Consumer,Office Supplies,Storage,80.58,6,225624.0
253,CA-2016-146941,12/10/2016,DL-13315,Consumer,Office Supplies,Envelopes,361.92,4,162864.0
254,US-2015-159982,11/28/2015,DR-12880,Corporate,Furniture,Furnishings,12132.0,9,-84924.0
255,US-2015-159982,11/28/2015,DR-12880,Corporate,Office Supplies,Storage,82368.0,2,-195624.0
256,US-2015-159982,11/28/2015,DR-12880,Corporate,Office Supplies,Storage,53.92,5,4044.0
257,US-2015-159982,11/28/2015,DR-12880,Corporate,Technology,Phones,647904.0,6,566916.0
258,CA-2017-163139,12/01/2017,CC-12670,Consumer,Technology,Accessories,20.37,3,2687608.0
259,CA-2017-163139,12/01/2017,CC-12670,Consumer,Office Supplies,Storage,221.55,3,1667486.0
260,CA-2017-163139,12/01/2017,CC-12670,Consumer,Office Supplies,Binders,17.52,5,6132.0
261,US-2017-155299,06/08/2017,Dl-13600,Corporate,Office Supplies,Appliances,1624.0,2,-4466.0
262,US-2014-106992,9/19/2014,SB-20290,Corporate,Technology,Machines,3059982.0,3,-509997.0
263,US-2014-106992,9/19/2014,SB-20290,Corporate,Technology,Machines,2519958.0,7,-2519958.0
264,CA-2016-125318,06/06/2016,RC-19825,Consumer,Technology,Phones,328224.0,4,287196.0
265,CA-2015-155040,11/10/2015,AH-10210,Consumer,Technology,Accessories,79.9,2,35156.0
266,CA-2017-136826,6/16/2017,CB-12535,Corporate,Office Supplies,Art,14016.0,3,1973863.0
267,CA-2016-111010,1/22/2016,PG-18895,Consumer,Office Supplies,Fasteners,7.56,6,3024.0
268,US-2017-145366,12/09/2017,CA-12310,Corporate,Office Supplies,Storage,37208.0,1,-74416.0
269,US-2017-145366,12/09/2017,CA-12310,Corporate,Office Supplies,Envelopes,57576.0,3,21591.0
270,CA-2017-163979,12/28/2017,KH-16690,Corporate,Office Supplies,Storage,725.84,4,2104936.0
